,id,name,score
0,245760,Les McCann,75.38432357233178
1,835585,Loverboy,46.62909063591933
2,3637248,Yungblud,0.0
3,180228,Elvis Presley,4712.277500122819
4,933898,Ashanti,2.417173869754568
5,294923,Judy Collins,7.61621746327609
6,49163,Susumu Yokota,0.0
7,147468,Clay Aiken,0.0
8,622604,Brick,0.0
9,753685,Soft Machine,382.2579538612052
10,1032216,Stacy Barthe,0.0
11,147481,Fila Brazillia,2.2662969061336526
12,49180,Betty Harris,27.21417918059314
13,639005,George Carlin,51.59218156610081
14,278559,Jerry Lewis,18.538929693810818
15,2048033,Sleigh Bells,1.1331484530668263
16,3145761,FKA twigs,0.0
17,180263,Flamin' Groovies,122.43584317068573
18,852007,Roy Orbison,1771.4620846773264
19,393257,Newsboys,6.967496192575962
20,753706,The All-American Rejects,15.37205083303651
21,32807,Son Seals,2.417173869754568
22,933927,Brant Bjork,0.0
23,491565,The Power Station,0.0
24,278575,Hoyt Axton,91.03806771620043
25,3178543,Justine Skye,0.0
26,507955,The Sounds,0.0
27,65590,The Flaming Lips,256.56454594276875
28,16438,Television Personalities,150.36705967214465
29,327735,REO Speedwagon,32.79238237265474
30,98361,Hawthorne Heights,0.0
31,835648,Uriah Heep,216.68222855694782
32,16448,AmÃ¡lia Rodrigues,2.417173869754568
33,409670,Melanie,104.9529790378689
34,507975,Al Hirt,0.0
35,540742,Basshunter,0.0
36,74,Special Duties,0.0
37,606283,Al Jarreau,0.0
38,639053,HÃ¼sker DÃ¼,1013.8559548197869
39,753742,Sia,0.0
40,639056,Bush,51.479588290291574
41,196690,Lee Greenwood,46.665280213624314
42,327765,John Barry,15.529153506196632
43,82013,The Impressions,247.6704026193919
44,3211361,Magic!,0.0
45,3276902,Shawn Mendes,0.0
46,3506278,Ella Mai,0.0
47,868456,Melba Montgomery,96.1623921873842
48,131178,James Burton,10.6330824989363
49,262255,Mariah Carey,128.23385411874142
50,278644,Howard Shore,1.6487212707001282
51,82037,Ike Quebec,2.2840254166877414
52,393345,Oasis,90.88216687286271
53,3227782,TeeFLii,0.0
54,557191,Hot Chip,0.0
55,163977,Shannon,0.0
56,819344,Desmond Dekker,90.84707814261348
57,3391646,Cheat Codes,0.0
58,98465,Iron Maiden,739.3815270726083
59,98467,Klaatu,1.2840254166877414
60,950441,Go West,7.9497676820218715
61,753833,Son Volt,7.133148453066826
