,energy,acousticness,instrumentalness,speechiness,valence,tempo,danceability,year
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939
19,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1940
20,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1941
21,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1942
22,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1943
23,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1944
24,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1945
25,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1946
26,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1947
27,0.11,0.35,0.0,0.93,0.405,0.35089372406192776,0.635,1948
28,0.181725,0.8626666666666668,0.029890169999999994,0.13430833333333334,0.37706666666666666,0.46931028455234597,0.4599166666666667,1949
29,0.32798571428571427,0.7442190476190478,0.07739196428571428,0.10146190476190477,0.4155619047619048,0.47686977007599235,0.4793333333333334,1950
30,0.32798571428571427,0.7442190476190478,0.07739196428571428,0.10146190476190477,0.4155619047619048,0.47686977007599235,0.4793333333333334,1951
31,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1952
32,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1953
33,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1954
34,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1955
35,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1956
36,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1957
37,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1958
38,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1959
39,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1960
40,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1961
41,0.3325772727272727,0.7509363636363637,0.07387785227272727,0.09861363636363638,0.42262727272727274,0.4881432073954535,0.46927272727272734,1962
42,0.32446521739130435,0.7612434782608696,0.1108396847826087,0.09693913043478261,0.4150782608695653,0.47929487452381003,0.4666956521739131,1963
43,0.32446521739130435,0.7612434782608696,0.1108396847826087,0.09693913043478261,0.4150782608695653,0.47929487452381003,0.4666956521739131,1964
44,0.32446521739130435,0.7612434782608696,0.1108396847826087,0.09693913043478261,0.4150782608695653,0.47929487452381003,0.4666956521739131,1965
45,0.32446521739130435,0.7612434782608696,0.1108396847826087,0.09693913043478261,0.4150782608695653,0.47929487452381003,0.4666956521739131,1966
46,0.32446521739130435,0.7612434782608696,0.1108396847826087,0.09693913043478261,0.4150782608695653,0.47929487452381003,0.4666956521739131,1967
47,0.3857576923076923,0.7191,0.1541274134615385,0.09275000000000001,0.48010769230769235,0.4933261018983147,0.4992307692307693,1968
48,0.3857576923076923,0.7191,0.1541274134615385,0.09275000000000001,0.48010769230769235,0.4933261018983147,0.4992307692307693,1969
49,0.40129000000000004,0.72682,0.241910425,0.08674333333333334,0.48327333333333333,0.4866301229186382,0.4977333333333334,1970
50,0.40129000000000004,0.72682,0.241910425,0.08674333333333334,0.48327333333333333,0.4866301229186382,0.4977333333333334,1971
51,0.43193030303030305,0.6683606060606061,0.2971306893939394,0.0819909090909091,0.5020060606060607,0.4939468054822574,0.5013939393939395,1972
52,0.43879142857142855,0.6572347714285716,0.3221517928571429,0.07928571428571429,0.47896285714285725,0.49307512362192785,0.49434285714285725,1973
53,0.414731914893617,0.6156246170212767,0.4224130372340426,0.07701914893617022,0.42168085106382985,0.48050121174724075,0.4648510638297873,1974
54,0.42088125,0.566399125,0.47894394921875005,0.0819515625,0.35820937500000005,0.47464470218074406,0.45556250000000004,1975
55,0.4178882352941176,0.5622432941176471,0.502564893382353,0.07916029411764706,0.35082941176470595,0.4824825456851073,0.4536323529411765,1976
56,0.4191734939759036,0.5603559277108433,0.5492338885542168,0.07504939759036146,0.3533915662650603,0.4784797078198122,0.47135662650602417,1977
57,0.45274347826086947,0.5158104565217391,0.5594392690217391,0.0718358695652174,0.3726902173913044,0.4778171647673097,0.48712608695652176,1978
58,0.48652162162162155,0.476613054054054,0.5689667815315316,0.06925135135135137,0.392445945945946,0.48078461802441796,0.49255495495495505,1979
59,0.49214824561403503,0.473117096491228,0.5577579048245613,0.068390350877193,0.39420614035087725,0.4809709666088726,0.4953473684210527,1980
60,0.48311153846153837,0.47749769999999997,0.5569977011538461,0.06589615384615385,0.4048738461538462,0.4813603879763632,0.5020515384615385,1981
61,0.48311153846153837,0.47749769999999997,0.5569977011538461,0.06589615384615385,0.4048738461538462,0.4813603879763632,0.5020515384615385,1982
62,0.4913434782608695,0.47075652898550724,0.5458812159420289,0.06504275362318841,0.4085601449275363,0.4816666141203338,0.5094471014492754,1983
63,0.4913434782608695,0.47075652898550724,0.5458812159420289,0.06504275362318841,0.4085601449275363,0.4816666141203338,0.5094471014492754,1984
64,0.5016225352112675,0.45798430281690145,0.5431711816901407,0.06459507042253522,0.41657957746478885,0.4822455675010608,0.516131690140845,1985
65,0.5164434210526315,0.44751925460526315,0.5390284600657893,0.06525986842105264,0.4129578947368422,0.4826157101891897,0.5270769736842106,1986
66,0.5133108280254777,0.4458047560509554,0.5330346498726113,0.06511082802547771,0.4166280254777071,0.4830071858707181,0.5304566878980892,1987
67,0.5159672955974842,0.4404483440251572,0.5296033964150941,0.06494528301886793,0.41826792452830197,0.48373749361287033,0.5320295597484277,1988
68,0.5322458823529411,0.41749498058823525,0.516133584352941,0.06433823529411764,0.4405682352941177,0.48478395352552944,0.544704117647059,1989
69,0.5403219251336898,0.39333088074866307,0.5024587999465239,0.06268181818181819,0.45071176470588237,0.481914049895085,0.5516989304812835,1990
70,0.5440752475247524,0.36686669801980193,0.48782446331683155,0.06345990099009902,0.45650792079207925,0.4817047618703802,0.5606024752475248,1991
71,0.5565078260869565,0.3539640726086956,0.5048832677826085,0.06434913043478262,0.4422795652173913,0.48613202524432714,0.5554117391304348,1992
72,0.5620841698841698,0.32457889999999995,0.5088796895366793,0.06457760617760619,0.4283853281853282,0.48711143538482526,0.5509138996138996,1993
73,0.5392210344827585,0.33488867275862066,0.5166283213448274,0.06295655172413794,0.4085765517241379,0.486642375744829,0.5411472413793104,1994
74,0.5466509615384615,0.3245536701923077,0.5196565768910255,0.06424615384615387,0.42266346153846157,0.4856065135018477,0.5475483974358974,1995
75,0.5580962264150943,0.31864429946091644,0.5279371283827492,0.06944501347708897,0.4227921832884098,0.48948681494013535,0.5464369272237197,1996
76,0.5792963592233009,0.3021426687621359,0.5384788022572814,0.07342839805825244,0.4224276699029127,0.4935248663627083,0.556043932038835,1997
77,0.5759576519916142,0.2962089780503145,0.5392866621174004,0.07232620545073376,0.41474486373165625,0.49144720891331334,0.554850104821803,1998
78,0.5806833005893909,0.2887081798231827,0.5337547615324165,0.07198251473477406,0.41838840864440086,0.48968054918549947,0.5602347740667976,1999
79,0.5839187499999999,0.2888330432536764,0.5302144354044117,0.07117095588235293,0.41647904411764713,0.4883556114679507,0.5617505514705882,2000
80,0.5863128461538462,0.2800790490468227,0.5223803760200669,0.07064347826086956,0.41855585284280944,0.4876850235511021,0.5617212374581939,2001
81,0.5916296069730586,0.2754024989381933,0.515448825451664,0.07009920760697305,0.42382852614896993,0.48756566789498723,0.5645163232963549,2002
82,0.5952971901081916,0.2730403644976816,0.512179471885626,0.07020030911901082,0.4256117465224112,0.487629949144122,0.5671959814528593,2003
83,0.598156815037594,0.2711722764360902,0.5091688546015037,0.07086195488721804,0.4251984962406015,0.4880056473453156,0.5672748872180451,2004
84,0.6017105536231884,0.2677688402463768,0.5041145212753624,0.07093753623188406,0.427898695652174,0.48862267986416813,0.5698214492753624,2005
85,0.6043332630136986,0.2647042173561644,0.49722895404109596,0.07103602739726027,0.42981,0.4880244977128731,0.5706435616438357,2006
86,0.6103450615989515,0.2578567201441678,0.48475481342070775,0.07204927916120576,0.43239384010484927,0.4882245295009088,0.5728136304062911,2007
87,0.6148733106918239,0.2508240018490566,0.47701090488050313,0.07261861635220125,0.43665471698113206,0.48820804510246973,0.5772035220125787,2008
88,0.6173788547008547,0.2456861370818071,0.47191856953601957,0.07256532356532357,0.43778522588522584,0.4898610918087262,0.5787177045177047,2009
89,0.6166352733564014,0.24592898716262976,0.4741743446366782,0.07326378316032295,0.43049088811995384,0.48944264395654785,0.5766010380622838,2010
90,0.6253225539803708,0.2386788221046892,0.4617248402399128,0.07368222464558342,0.43073107960741547,0.4916418111705279,0.5800993456924756,2011
91,0.6253957436440678,0.24069349837923726,0.45811753908898306,0.07317330508474576,0.43045116525423727,0.4915596652651565,0.5793802966101695,2012
92,0.6265848641470889,0.24044450303370785,0.44976871856996936,0.07377487231869255,0.4289245148110316,0.4910427731977202,0.5803575076608786,2013
93,0.6302847346534655,0.23802430343564354,0.4421463031386138,0.07450821782178217,0.42897712871287125,0.4909904766486417,0.5804475247524753,2014
