,id,name,score
0,3637248,Yungblud,0.0
1,294923,Judy Collins,311.7083156168617
2,622604,Brick,0.0
3,753685,Soft Machine,650.8379159364821
4,3145761,FKA twigs,0.0
5,852007,Roy Orbison,2243.593350603197
6,32807,Son Seals,10.121326369881018
7,393257,Newsboys,9.233793098709615
8,753706,The All-American Rejects,12.266296906133652
9,491565,The Power Station,0.0
10,3178543,Justine Skye,0.0
11,65590,The Flaming Lips,275.05657345266786
12,327735,REO Speedwagon,55.45732324551587
13,98361,Hawthorne Heights,0.0
14,74,Special Duties,0.0
15,753742,Sia,0.0
16,196690,Lee Greenwood,46.413206057450346
17,65620,"Bobby ""Boris"" Pickett",0.0
18,327765,John Barry,258.477742901427
19,3211361,Magic!,0.0
20,3276902,Shawn Mendes,0.0
21,3506278,Ella Mai,0.0
22,131178,James Burton,98.66747366288382
23,262255,Mariah Carey,376.3273208144497
24,393345,Oasis,99.14846377899636
25,557191,Hot Chip,0.0
26,163977,Shannon,0.0
27,819344,Desmond Dekker,338.3039557211135
28,98465,Iron Maiden,779.7599181703467
29,98467,Klaatu,1.2840254166877414
30,950441,Go West,7.9497676820218715
31,753833,Son Volt,9.399445359200477
32,786613,Dead Kennedys,666.569582901049
33,655547,GWAR,35.08545666853069
34,32971,The Beautiful South,8.683470775888221
35,753868,Sigur RÃ³s,7.949767682021872
36,164053,Faith Evans,108.3231556902262
37,622805,Stevie Wonder,2512.89365070767
38,3145947,Together PANGEA,0.0
39,2064609,The Temper Trap,0.0
40,884962,Regina Belle,35.33166454035481
41,524522,Joan Osborne,43.861305138937965
42,164093,Tammi Terrell,223.34769234406647
43,491786,Thelonious Monk Quartet,1.2840254166877414
44,688400,Willis Alan Ramsey,40.67184965182743
45,459027,Noro Morales,66.26013859807765
46,491802,The Records,52.41971440319655
47,753963,The Association,157.09437523488893
48,950571,Harry James,658.5394778505049
49,2031918,Local Natives,1.1331484530668263
50,753985,Steve Lawrence,198.34492861655423
51,328014,Peter Tosh,798.8710663738547
52,335,PJ Harvey,124.97413188713963
53,164175,Electric Wizard,0.0
54,65882,Bob James,36.59993325801306
55,1016154,"Pete ""El Conde"" RodrÃ­guez",3.550322322821394
56,524634,The Bucketheads,0.0
57,164189,Cast,38.06536763422113
58,1507678,The Middle East,1.1331484530668263
59,196969,John Martyn,322.37425199876395
60,295274,Los Lonely Boys,0.0
61,295276,Jimmy Cliff,1149.2542727756058
62,754032,The Beatles,15551.818471864437
63,196976,Gretchen Wilson,0.0
64,295285,Lisa Gerrard,0.0
65,98688,Jack Ingram,0.0
66,688515,Dave Hollister,4.0
67,754055,Sophie B. Hawkins,3.0
68,33161,Sly & the Family Stone,1777.3708388120472
69,885138,Reef,0.0
70,98707,kidneythieves,0.0
71,197040,Champion Jack Dupree,277.3004517282246
72,852405,Rotary Connection,6.176279735370055
73,441,P.O.D.,2.0
74,590265,Annie Ross,216.21086625888822
75,590285,Billy Preston,151.2430432146075
76,491996,A.C. Reed,62.718715297350705
77,3178979,SoMo,0.0
