,name,score
0,245760,0.0012231533786653908
1,3637248,0.0
2,180228,0.03416516808559486
3,532487,0.0012231533786653908
4,172041,0.0
5,933898,0.0
6,294923,0.015166423484682966
7,147468,0.0
8,188432,0.0036694601359961725
9,753685,0.0026091677375635405
10,49180,0.0
11,639005,0.0062786278735597134
12,278559,0.010110948989788641
13,3145761,0.0
14,852007,0.013943270106017574
15,180263,0.0012231533786653908
16,32807,0.0
17,933927,0.0
18,753706,0.0
19,278575,0.003995182096461689
20,16438,0.0012231533786653908
21,327735,0.008562073650657736
22,65590,0.0012231533786653908
23,614455,0.0
24,98361,0.0
25,835648,0.0013860143588981496
26,335937,0.0012231533786653908
27,680003,0.0012231533786653908
28,499780,0.0
29,958533,0.013780409125784815
30,409670,0.006604349834025231
31,606283,0.002772028717796299
32,90188,0.0
33,639053,0.0036694601359961725
34,753742,0.0
35,639056,0.0
36,581713,0.0
37,196690,0.0024463067573307815
38,65620,0.0
39,327765,0.030086859472097095
40,82013,0.004892613514661563
41,663645,0.0
42,2744416,0.0
43,3211361,0.0
44,204901,0.04761985525091415
45,3276902,0.0
46,868456,0.0
47,131178,0.0012231533786653908
48,2596970,0.0
49,262255,0.012231533786653906
50,745584,0.0036694601359961725
51,278644,0.0013860143588981496
52,123007,0.0012231533786653908
53,680065,0.0012231533786653908
54,393345,0.0
55,532610,0.0
56,254083,0.0
57,172167,0.0012231533786653908
58,557191,0.0
59,925837,0.0012231533786653908
60,819344,0.008562073650657736
61,745617,0.0050554744948943225
62,483473,0.0
63,57497,0.0012231533786653908
64,270491,0.0814559093222041
65,98465,0.014840701524217449
66,204968,0.0012231533786653908
67,753833,0.0
68,942252,0.03229057078599843
69,147635,0.0012231533786653908
70,934069,0.006441488853792471
71,786613,0.0024463067573307815
72,147638,0.0012231533786653908
73,16574,0.0
74,803009,0.0
75,540867,0.0
76,475334,0.0
77,32971,0.0
78,753868,0.0
79,671953,0.0012231533786653908
80,344275,0.03848607214252207
81,139475,0.0
82,622805,0.09393003855228746
83,540883,0.0
84,164053,0.0
85,49367,0.0
86,843995,0.0
87,213212,0.0036694601359961725
88,3145947,0.0
89,794846,0.0036694601359961725
90,49374,0.0012231533786653908
91,180449,0.0
92,475362,0.009785227029323126
93,884962,0.0
94,2064609,0.0
95,82149,0.0
96,245992,0.0036694601359961725
97,524522,0.0
98,483563,0.0
99,2867436,0.0
100,73969,0.0
101,221426,0.0
102,762097,0.0
103,942335,0.0
104,467203,0.11488650696983183
105,483587,0.0024463067573307815
106,221445,0.0
107,246022,0.010436670950254162
108,254215,0.0
