,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,year
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940
20,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1941
21,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1942
22,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1943
23,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1944
24,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1945
25,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1946
26,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1947
27,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1948
28,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1949
29,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1950
30,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1951
31,0.49468749999999995,0.045906249999999996,0.22133125,0.3567304304542159,-0.9410575000000001,0.5625,0.3465909090909091,0.9948124999999998,0.9436874999999999,0.10386250000000001,0.06461875,0.07023923631154502,1952
